0,text,polarity,subjectivity,sentiment,neg,neu,pos,compound
"@Flipkart 

Hi. sir my Flipkart account has been blocked .Please solve my issue.

 sir Thankyou

Register No And Ma… https://t.co/yIgN2zu4t7","  

  .                                          .                     .

             

                  …      :// .  /    2  4 7",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"@myntra @Flipkart @Walmart 
Why the person is wearing #nike logo in one frame and #puma logo in other frame in the… https://t.co/tk6utmyPVb","      
                          #                           #                               …      :// .  /  6       ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
Lies Lies Lies and Total Unprofessionalism=@Flipkart First Resolution Deadline was 24 then Resolution Deadline beco… https://t.co/gcVn832cQX,                                          =                                24                              …      :// .  /    832   ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@Flipkart  Ur delivery agent took the delivery code from me and told me that he has delivered the parcel at securit… https://t.co/00Uoq5ZNty,                                                                                                           …      :// .  /00   5    ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@Flipkart @flipkartsupport @FlipkartStories I order one plus Bluetooth and it's not working properly and it's no so… https://t.co/jZVp0ROutM,                                       '                             '       …      :// .  /    0     ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"@flipkartsupport I ordered a cricket bat, perhaps received an Eytex Kajal, can you resolve the fraudulent or a wron… https://t.co/nwupSMydQQ","                         ,                                ,                                         …      :// .  /          ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"@flipkartsupport @Flipkart @_Kalyan_K Issue has been pending since june. I have been scammed by @Flipkart,… https://t.co/Zk1UkMjEuc","    @_      _                                   .                         ,…      :// .  /  1       ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"@flipkartsupport @Flipkart 
Pls Help Me 😭 😭 https://t.co/N7DJO8mEDK","    
            😭 😭      :// .  / 7   8    ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
Dear @flipkartsupport @Flipkart here I am attaching a screenshot I ordered the smart watch but it's recived defecti… https://t.co/rYzxSYSNuD,                                                                          '                 …      :// .  /          ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
Oh god!!! This is too much. First they didn’t provide me any resolution &amp; from here also @Flipkart asked me to DM t… https://t.co/83aYDdoElW,      !!!                 .                ’                            &   ;                                  …      :// .  /83        ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
everyone dreams of doing something different in their lives and they do. I tried to convey my experience through th… https://t.co/7nRld2xh8q,                                                                       .                                           …      :// .  /7    2  8 ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"Very pathetic experience from Flipkart seller, wrong item delivered and not received resolution after raising compl… https://t.co/QVkO57It8g","                                             ,                                                                     …      :// .  /    57  8 ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"RT @deepali53882005: How abt this @Flipkart? It’s the duty of manufacturer,model &amp; the website to use their ethics &amp; morals before making o…","               ?   ’                          ,      &   ;                                 &   ;                       …",0.0,0.0,neutral,0.0,1.0,0.0,0.0
@Flipkart  @flipkartsupport @FlipkartStories https://t.co/uLVSlnNCSQ,            :// .  /          ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"Dear Flipkart  मैंने जो आर्डर किया वह प्रोडक्ट मुझे नहीं मिला,  दूसरा प्रोडक्ट मिलने पर मैंने रिप्लेसमेंट रिक्वेस्ट… https://t.co/QcXph1tEMT","               मैंने जो आर्डर किया वह प्रोडक्ट मुझे नहीं मिला,  दूसरा प्रोडक्ट मिलने पर मैंने रिप्लेसमेंट रिक्वेस्ट…      :// .  /     1    ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"@HDFC_Bank @HDFCBank_Cares 
IN the credit card ""unsettled' amount showing @Flipkart not responding for the issue. C… https://t.co/aGU0MBNZUb"," _      _      
                   ""         '                                              .  …      :// .  /   0      ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
RT @amalmwilson: @Flipkart My order OD225575463742321000 is in 'pending' state for the last 30 hours. Amount is debited from my side and cr…,              225575463742321000       '       '                    30      .                                      …,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@RooplalMarmat @flipkartsupport @Flipkart 😂,      😂,0.0,0.0,neutral,0.0,1.0,0.0,0.0
"Doob maro @Flipkart @flipkartsupport 
#flipkartscam https://t.co/r4QFA2T1T8","              
#                  :// .  / 4   2 1 8",0.0,0.0,neutral,0.0,2.0,0.0,0.0
@Flipkart चोर सालो जल्दी ही बर्बाद होगे जनता को लूटकर अपना पेट भर रहे हो 420 कंपनी Flipkart सालो तुम्हारे मालिक को… https://t.co/tm0YdYKKtm,  चोर सालो जल्दी ही बर्बाद होगे जनता को लूटकर अपना पेट भर रहे हो 420 कंपनी          सालो तुम्हारे मालिक को…      :// .  /  0       ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
Try to deliver my order.. don't do cheap tactics with people...@Flipkart @FlipkartStories @WorkAtFlipkart @flipkartsupport,                       ..    '                              ...       ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@Flipkart my account has blocked without reason....,                                       ....,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@Flipkart Tumse na ho payega https://t.co/KfVVPVNCWL,                          :// .  /          ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"RT @TinaDut26961785: Enough is enough!!
@Flipkart @amazonIN stop defaming a deceased over ur business propaganda!Who has given u d right to…","                 !!
                                                        !                          …",0.0,0.0,neutral,0.0,2.0,0.0,0.0
@GyanTherapy @Flipkart @flipkartsupport @nothing 😲,        😲,0.0,0.0,neutral,0.0,1.0,0.0,0.0
"@Flipkart I am going to consumer court and I will filed a complaint against flipkart, because flipkart is fraud com… https://t.co/ZNuLSzBObe","                                                                            ,                              …      :// .  /          ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"RT @TwitteerBazaar: #flashsale #Flipkart #discount #offers
#Indian #meetmaye
Big Saving Days: Upto 80% Off Across Categories 

Limited Time…"," #          #         #         #      
#       #        
               :      80%                       

            …",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"@SamsungIndia No action taken by @SamsungIndia  and @Flipkart 
Very dissatisfied and disappointed by all above not… https://t.co/m5ArCYlKMI","                              
                                                   …      :// .  / 5        ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
@knownasabhishek @flipkartsupport @Flipkart @FlipkartStories @WorkAtFlipkart @nothing @buildingnothing… https://t.co/AkSoOXn7sj,             …      :// .  /       7  ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@_Kalyan_K @flipkartsupport @FlipkartSellers never expected on flipkart wrost services boycott @Flipkart,@_      _                                                         ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
RT @sha078619: @nothing I just bought phone one 10 days ago and I am facing green tint issue @Flipkart is not helping with replacement http…,                           10                                                                                 …,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"So you guys promoting this? @Flipkart
#flipkartsupport @cyber  @MumbaiPolice @GoI_MeitY https://t.co/pjgwbKrgFC","                          ?  
#                      _           :// .  /          ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
@nothing I just bought phone one 10 days ago and I am facing green tint issue @Flipkart is not helping with replace… https://t.co/v4CTnZEt6N,                          10                                                                        …      :// .  / 4      6 ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@flipkartsupport Can @Flipkart cover my losses? If can't then we will know that @Flipkart doesn't think about customers,                       ?       '                                '                       ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
"@flipkartsupport @_Kalyan_K @Flipkart 
Consecutive second time in a row again after waiting fir 6 days you guys hav… https://t.co/6Ue580Ro3Q","  @_      _    
                                                         6                  …      :// .  /6  580  3 ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
@Rahul62308388 @Flipkart @flipkartsupport @jagograhakjago @consumerforum_ You can reach out to them I'm hoping they will help you to., 62308388        _                            '                              .,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"RT @kundu_koushani: How dare you @Flipkart to use Sushant's pic for your business ? And when CBI is investigating the case , then how can y…","                              '                        ?                                        ,               …",0.0,0.0,neutral,0.0,1.0,0.0,0.0
"RT @kundu_koushani: I am glad that I was never your customer &amp; will never be in future @Flipkart @flipkartsupport , those who forgot humani…","                                          &   ;                             ,                        …",0.0,0.0,neutral,0.0,1.0,0.0,0.0
RT @KachruRachna: @manisha_1604 @itsSSR @narendramodi @PMOIndia @DoPTGoI @DrJitendraSingh @flipkartsupport @Flipkart @AmitShah @HMOIndia @A…,  _1604                    …,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@siddhijainn @Flipkart This is when motivation drives home :),                                        :),0.5,1.0,positive,0.0,0.0,2.0,0.4588
I am going to stop using @Flipkart permanently. I am suggesting the same thing to all my friends. Shame on… https://t.co/4RNRbhMIDE,                                      .                                                 .         …      :// .  /4         ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"RT @Theekkathir: சிக்கலில் மாட்டிக்கொண்ட பிளிப்கார்ட்...
#Theekkathir | #Flipkart | #BoycottFlipkart | #SushantSinghRajput https://t.co/AWW…"," சிக்கலில் மாட்டிக்கொண்ட பிளிப்கார்ட்...
#            | #         | #                | #                        :// .  /   …",0.0,0.0,neutral,0.0,2.0,0.0,0.0
@firsttechn @Flipkart Every time shopping from Flipkart need to think on the services after payment done other hand… https://t.co/YiRa8MxoEA,                                                                                                 …      :// .  /    8     ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@ghostechfull @buildingnothing @nothing @Flipkart Black,             ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
@Chiranjeevee11 @GyanTherapy @Flipkart @nothing @buildingnothing @nothingsupport Well good luck to you in that!, 11                                        !,0.0,0.0,neutral,0.0,2.0,0.0,0.0
RT @Ayush___Yadav: Hey @Flipkart @_sachinbansal @flipkartsupport @_Kalyan_K @Walmart  there is some technical error is showing when i am go…,       @_               @_      _                                                          …,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@picsational @flipkartsupport @nothingsupport @nothing @Flipkart @getpeid No!,              !,0.0,0.0,neutral,0.0,1.0,0.0,0.0
"@Flipkart @flipkartsupport So, I ordered this tshirt from Flipkart which was damaged and I applied for return immed… https://t.co/TydSpRqwr6","      ,                                                                                     …      :// .  /         6",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"@SunflameIndia is there is any service center for sunflame in NCR, as all numbers given are not exist... 6 months o… https://t.co/gqUDLOMxkg","                                                    ,                                   ... 6         …      :// .  /          ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
RT @SandyK62863323: @Im_ChasingDream @Flipkart @amazondotin CD! You are amazing. Perhaps @Flipkart &amp; @amazondotin need to reevaluate their…,  _                   !                .           &   ;                           …,0.0,0.0,neutral,0.0,1.0,0.0,0.0
@flipkartsupport @Flipkart  I am Rince Roy. I ordered BOYA BY-WM4 Pro K1 Order id:OD224343419930886000 From flipkar… https://t.co/8BNW7yWaUw,                   .                     4      1         :  22434341  30886000             …      :// .  /8   7     ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@motorolaindia @Flipkart Check my dm guys 📌,                     📌,0.0,0.0,neutral,0.0,1.0,0.0,0.0
"Join Our Group For Lowest Cost Deals like these, Offers From Indian Trusted Shopping Sites.

Tap on Invitation Link… https://t.co/ys3hdA8Rk5","                                               ,                                          .

                      …      :// .  /  3   8  5",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"Join Our Group For Lowest Cost Deals like these, Offers From Indian Trusted Shopping Sites.

Tap on Invitation Link… https://t.co/ASd4NAFCA0","                                               ,                                          .

                      …      :// .  /   4     0",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"Join Our Group For Lowest Cost Deals like these, Offers From Indian Trusted Shopping Sites.

Tap on Invitation Link… https://t.co/0paldtaOkh","                                               ,                                          .

                      …      :// .  /0         ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"Join Our Group For Lowest Cost Deals like these, Offers From Indian Trusted Shopping Sites.

Tap on Invitation Link… https://t.co/PFKGEyT2HB","                                               ,                                          .

                      …      :// .  /       2  ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"Join Our Group For Lowest Cost Deals like these, Offers From Indian Trusted Shopping Sites.

Tap on Invitation Link… https://t.co/2N4qWcQfmm","                                               ,                                          .

                      …      :// .  /2 4       ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"Join Our Group For Lowest Cost Deals like these, Offers From Indian Trusted Shopping Sites.

Tap on Invitation Link… https://t.co/wv3kHweCpC","                                               ,                                          .

                      …      :// .  /  3       ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"Join Our Group For Lowest Cost Deals like these, Offers From Indian Trusted Shopping Sites.

Tap on Invitation Link… https://t.co/a5TnUcuguu","                                               ,                                          .

                      …      :// .  / 5        ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"Join Our Group For Lowest Cost Deals like these, Offers From Indian Trusted Shopping Sites.

Tap on Invitation Link… https://t.co/97MKmOaSd4","                                               ,                                          .

                      …      :// .  / 7       4",0.0,0.0,neutral,0.0,2.0,0.0,0.0
@motorolaindia @Flipkart 😊📌,    😊📌,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@Flipkart site is down placed order but due to hitches it's difficult to check if order is placed or not 😞,                                                 '                                               😞,0.0,0.0,neutral,0.0,1.0,0.0,0.0
@Flipkart last day for my resolution 29 July  6:57 pm time is given to get a call back from a backend to get it sol… https://t.co/yv6Az19MW5,                             2        6:57                                                                 …      :// .  /  6  1   5,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"Warning number 2.
@Flipkart @flipkartsupport 

2/2","               2.
    

2/2",0.0,0.0,neutral,0.0,2.0,0.0,0.0
@Flipkart 💩💩💩,  💩💩💩,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"@Flipkart We should learn about Bonding from Flipkart.
How to make a valued + member aside.
How to block a customer… https://t.co/G4PnT2j1Vh","                                             .
                     +             .
                       …      :// .  / 4   2 1  ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
@flipkartsupport @Flipkart why are you guys not processing my issue and giving back my money. please ask your execu… https://t.co/IJZkDszjem,                                                                     .                      …      :// .  /          ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
I want the product at what price I ordered else provide me 20000 of compensation.I have raised query but no respons… https://t.co/iPBYkBvTth,                                                           20000                .                                  …      :// .  /          ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"Order Id-OD125511224977015000
OD125511193548667000
OD125511180205984000
OD125511163131132000
OD125511123562944000
O… https://t.co/hsBfxH929E","           125511224 77015000
  1255111 3548667000
  125511180205 84000
  125511163131132000
  125511123562 44000
 …      :// .  /       2  ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
@SsrRules @Flipkart https://t.co/Zlrc0el5rK,         :// .  /    0  5  ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"Do you consider us this silly @Google  @GoogleIndia @madebygoogle ?

You ask us to preorder a phone that we cannot… https://t.co/bII31f8o9R","                                     ?

                                             …      :// .  /   31 8   ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
RT @anuragjaiswar21: Hello @flipkartsupport order router yesterday its been 24hours nor order got confirmed nor got money refund. Tried con…,                                         24                                                  .          …,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"RT @Parth0099786: Pre-ordered Phone 1 on 18 July, before payment delivery was 29 July , post payment delivery became 3 Aug &amp; today it becam…","                   1    18     ,                             2       ,                              3     &   ;               …",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"@Flipkart @flipkartsupport I say with regret that you have cheated with me for 11 days, and I have complained again… https://t.co/CSwKR3gtN3","                                                        11     ,                            …      :// .  /     3   3",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"@deepali53882005 @SushantMH4747 @Flipkart Qki order or Paise iske liye nhi mile honge😏😡

Sushant Man Of Value… https://t.co/msgk4AXZqL"," 53882005  4747                                              😏😡

                    …      :// .  /    4     ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
RT @deepali53882005: @SushantMH4747 @Flipkart yeh kyu nahi rakha tumne ? It would have sold like hotcakes and trust me no one would have ob…,  4747                            ?                                                                   …,0.0,0.0,neutral,0.0,2.0,0.0,0.0
ConsumerAffairs: @aniketh_thapa @Flipkart @flipkartsupport @narendramodi @PMOIndia Thanks for reaching out! Consume… https://t.co/lObvsQq9xS,               :  _                                     !        …      :// .  /          ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@buildingnothing @nothing @Flipkart Love day manu.. When u goona ship white phones from 21st July sale? Sala chor k… https://t.co/DOIsWm3RvQ,                   ..                                     21            ?            …      :// .  /      3   ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"@_Kalyan_K @Flipkart @flipkartsupport

Dear Flipkart management i am a Flipkart plus customer using Flipkart from 1… https://t.co/x4yb6cUO0r","@_      _     

                                                                           1…      :// .  / 4  6   0 ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"@helal_786 @Flipkart @OPPOIndia @OnePlus_IN @nothing @RedmiIndia @realmecareIN @IndiaPOCO @nothing

The problem is… https://t.co/kDgJx13SKJ"," _786      _            

              …      :// .  /     13   ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"RT @BanasreeDhar1: Sushant Loved By Millions:SSR is a pious soul &amp; a few weak devil souls cannot defame a pure,powerful &amp; highly energetic…","                          :                    &   ;                                            ,         &   ;                 …",0.0,0.0,neutral,0.0,1.0,0.0,0.0
@mangatinanda @buildingnothing @nothing @Flipkart @nothing @getpeid @TechnicalGuruji @tech_burner,               _      ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
"@Flipkart Bought new mobile and the screen is having flickering issues, raised request for replacement 3 days no re… https://t.co/Dh9zzGGvhI","                                                              ,                                3           …      :// .  /          ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
@Dom_Perrottet Will @Flipkart deliver made in India goods in NSW ? Time can only answer I believe, _                                                    ?                               ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
@AhzanX97 @buildingnothing @Flipkart @nothing ...link/URL with a VPN/web-proxy set to either somewhere non-India/-S… https://t.co/0yyZWPmAZt, 7       ...    /              /                                           /  …      :// .  /0         ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@Flipkart @Flipkart What is this ? My ordered cancelled on its own with me knowing at all. And here i was waiting f… https://t.co/915ETzwX0e,                 ?                                                       .                         …      :// .  / 15     0 ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"@flipkartsupport @aliaa08 super fast delivery!!!!!!ordered on July 24 ,till now order not delivered,no one is answe… https://t.co/5yzpZ7npUT","   8                    !!!!!!                24 ,                            ,               …      :// .  /5    7    ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
@Flipkart What is this ? My order cancelled on its own without me knowing at all. And here i was waiting for the it… https://t.co/b3o4ZbiTSF,               ?                                                        .                                  …      :// .  / 3 4      ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@Flipkart @flipkartsupport PLEASE HELP 🙏🏻 OD125541112412528000.I have raised multiple complaints but customer suppo… https://t.co/gN8XkM3gWu,                🙏🏻   125541112412528000.                                                    …      :// .  /  8   3   ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@AhzanX97 @buildingnothing @Flipkart @nothing @NokiamobileIN functional @realmeIndia #2Pro for exactly (ahem! )noth… https://t.co/bhDS2bp2cl, 7                      #2                (    ! )    …      :// .  /    2  2  ,0.0,1.0,neutral,0.0,2.0,0.0,0.0
@flipkartsupport @SrBachchan @Flipkart please unblock my account or give my money back which I have in my flipkartg… https://t.co/Za7IgFDle7,                                                                                  …      :// .  /  7      7,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@flipkartsupport @Flipkart @buildingnothing @TechnicalGuruji @AmreliaRuhez @getpeid @nothing @nothingsupport… https://t.co/FBHknKbEHF,               …      :// .  /          ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@aniketh_thapa @Flipkart @flipkartsupport @narendramodi @PMOIndia Thanks for reaching out! ConsumerAffairs is a US-… https://t.co/S7uYxJKp5W, _                                     !                         …      :// .  / 7      5 ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"@Flipkart
@flipkartsupport 
@_Kalyan_K 
Sir i am a student and i ordered oneplus earbudsz2 from your company in whi… https://t.co/GvErOaSV0N"," 
  
@_      _  
                                                 2                         …      :// .  /        0 ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
For once @Flipkart do something! 😮‍💨 https://t.co/zcEvnbEgCx,                       ! 😮‍💨      :// .  /          ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"@Flipkart @flipkartsupport i Have ordered a phone on 23rd July 2022 with order I'd:- OD125543184621445000
Still no… https://t.co/dD7cljTOA6","                              23        2022             ' :    125543184621445000
        …      :// .  /  7      6",0.0,0.0,neutral,0.0,2.0,0.0,0.0
@MENTAL_HARSH @Flipkart @flipkartsupport It happened to me too. I got the wrong shoes but the delivery boy denied d… https://t.co/M3rks2Gr9p, _                               .                                                    …      :// .  / 3   2    ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@AhzanX97 @buildingnothing @Flipkart @nothing ...the trauma I had to go through for purchasing @NokiamobileIN's 5.4… https://t.co/lVQ128TH8Q, 7       ...                                               '  5.4…      :// .  /   128  8 ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@nothingsupport @_Kalyan_K @Flipkart @flipkartsupport i have purchased pre order pass then I ordered phone 1 on 12… https://t.co/t2M56TNgV5,  @_      _                                                           1    12…      :// .  / 2 56    5,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@flipkartsupport @Flipkart @flipkartsupport #flipkartscam #flipkartisworst Why still the return pickup has not been… https://t.co/0XW3SyhX5q,      #             #                                                        …      :// .  /0  3    5 ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"@AhzanX97 @buildingnothing @Flipkart Yep.

It appears that either of tired frustration or oh-so-rare zest, given… https://t.co/0KqV8F63Js"," 7        .

                                                              ,      …      :// .  /0   8 63  ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"Love the ease of @getsimpl. pls integrate with @Uber_India, @amazonIN, @hellomilkbasket, @myntra and @swiggy_in… https://t.co/iy62Ytep96","                  .                     _     ,  ,  ,        _  …      :// .  /  62     6",0.0,0.0,neutral,0.0,2.0,0.0,0.0
Help @Flipkart,      ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
RT @Vai4347: New Update : Now the delivery Update is 30 Jul #FastService of @flipkartsupport @Flipkart 12 days delay #Fraud #scam https://t…,            :                            30     #                   12            #      #          :// …,0.0,0.0,neutral,0.0,2.0,0.0,0.0
New Update : Now the delivery Update is 30 Jul #FastService of @flipkartsupport @Flipkart 12 days delay #Fraud #scam https://t.co/FQBNhBMXqS,           :                            30     #                   12            #      #          :// .  /          ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
Multiple customer care (@Flipkart) calls done regarding my order. Almost a couple of days full of calls and emails.… https://t.co/zNgqjT7sJT,                       ( )                              .                                                 .…      :// .  /      7   ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@inpaldin1 Remove it @Flipkart, 1            ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
@SsrRules @Flipkart Badhiya 👍🏻😂😂,            👍🏻😂😂,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"Also after complaint,  flipkart customer executive gave assureity that I wll have my order on 28/07 but  mid night… https://t.co/vIF1u21pA9","                    ,                                                                         28/07               …      :// .  /   1 21   ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
@AdvJsolanki @GyanTherapy @Flipkart @nothing @buildingnothing @nothingsupport It's dispatched and hopefully will ge… https://t.co/DfUb9uhOVd,              '                                  …      :// .  /          ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"@flipkartsupport @Flipkart @flipkartsupport 
You will not I know. This is your habit","      
                   .                   ",0.0,0.0,neutral,0.0,1.0,0.0,0.0
Polygon Announces Plans for 2nd Half After Hitting Significant Milestones in H1 https://t.co/dAP0JgKv8P #polygon… https://t.co/btbEsy1AlK,                            2                                                 1      :// .  /   0    8  #       …      :// .  /      1   ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"@flipkartsupport @flipkartsupport @Flipkart 

What we can do this privacy, when we are not getting support property… https://t.co/QdTUJlfh3H","      

                           ,                                         …      :// .  /        3 ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"RT @RakeshK80741171: @flipkartsupport @Flipkart @BandBajaateRaho @jagograhakjago 
  After Smart Upgrade Plan Deactivate Device is Locked 🔒.…","         
                                                       🔒.…",0.0,0.0,neutral,0.0,2.0,0.0,0.0
Flipkart is not able to solve my issue i have received a damaged product. Even after creating several return reques… https://t.co/RxS6HumskZ,                                                                        .                                          …      :// .  /   6      ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"@Flipkart #FLIPKARTSCAMRELIEFPROCEDURE
Now I see that many people are doing scams by accepting orders on Flipkart,… https://t.co/I8ssDJMtCO","  #                           
                                                                          ,…      :// .  / 8        ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"@flipkartsupport @Flipkart 
📢Guys,pls note how flipkart is making fool of their customers ..i have purchased iPhone… https://t.co/6sVtAzI0n2","    
📢    ,                                                        ..                       …      :// .  /6      0 2",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"This is how @flipkartsupport  product is not delivered, ordered done on 5 july and still waiting for delivery which… https://t.co/FGDhOREdMy","                                       ,                 5                                          …      :// .  /          ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"This is how @flipkartsupport  product is not delivered, ordered done on 5 july and still waiting for delivery which… https://t.co/hYt49WoHK2","                                       ,                 5                                          …      :// .  /   4     2",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"I try to connect @Flipkart @flipkartsupport 

But everytime call auto disconnect.
Now one able to answer or solve the issue.","                     

                                  .
                                         .",0.0,0.0,neutral,0.0,1.0,0.0,0.0
I buy @flipkartsupport gift card from @SnapmintEmi i enter details and then page gor refresh and amount change to 4… https://t.co/hlSbGuFcLk,                                                                                        4…      :// .  /          ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"@flipkartsupport Extremely disappointed with your service.
This is the worst ever experience I ever had with… https://t.co/xtzVDdf7KE","                                          .
                                                 …      :// .  /       7  ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"@BhavnoorSB @vikkataria @buildingnothing @nothing @Flipkart Uh-huh?!?
Care to rephrase?","                ?!?
                ?",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"Why are all my orders getting delayed &amp; no proper customer support provided 
#Flipkart https://t.co/mTDSDsSQAi","                                      &   ;                                     
#              :// .  /          ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
@Flipkart I never thought that your delivery process is so flawless &amp; trustworthy that one product is being shown a… https://t.co/fNJI9SRguU,                                                            &   ;                                              …      :// .  /          ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"RT @GyanPrusty: #Fraud #cheaters
Never use @Flipkart for your travel bookings. I made a mistake by booking my round-trip.
1. After deductin…"," #      #        
                                    .                                          .
1.               …",0.0,0.0,neutral,0.0,2.0,0.0,0.0
@motorolaindia @Flipkart Awesome,           ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
@Flipkart Why is my account not working????,                               ????,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"@flipkartsupport 
What is this, how can we accept this from Flipkart, I have received the courier from Flipkart, it… https://t.co/hRrliC8ujb","  
            ,                                     ,                                          ,   …      :// .  /      8   ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"@flipkartsupport 
 
@Flipkart
 will you please expedite the process of replacement for Order ID - OD125440058158989… https://t.co/RjkOqUnQWf","  
 
 
                                                                      125440058158 8 …      :// .  /          ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
